RECTYPE,URN,PCODE,TELNUM,TKS1EXP_L,PKS1EXP_L,TKS1EXP_M,PKS1EXP_M,TKS1EXP_H,PKS1EXP_H,TFSMCLA,PTFSMCLA,PT2MATH12,PT2READ12,PT2WRITTA12,TAPS,AVGLEVEL,PT2MATH12_B,PT2MATH12_G,PT2MATH12_L,PT2MATH12_M,PT2MATH12_H,PTREADX,PTREADAT,GAPN_3YR_RWMX_FSMCLA,GAPN_2YR_PRREAD_NOTFSMCLA,GAPN_2YR_PRWRIT_NOTFSMCLA,GAPN_3YR_PRMAT_NOTFSMCLA
1,117083,WD5 0BQ,01923 263174,4,7%,34,60%,19,33%,12,21%,89%,88%,89%,28.7,4A,91%,87%,SUPP,97%,89%,93%,0%,15,3,2,4
1,117111,SG13 8AE,01992 583244,2,7%,18,60%,10,33%,7,23%,97%,97%,100%,31.9,5C,100%,93%,SUPP,100%,100%,97%,0%,16,10,8,12
1,117141,AL3 5NL,01727 766117,3,11%,18,64%,7,25%,3,10%,100%,100%,100%,31.5,5C,100%,100%,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,138231,AL1 3RR,01727 884700,,,,,,,,,,,,,,,,,,,,,,,,
1,134685,WD25 7NX,01923 678240,3,18%,12,71%,2,12%,6,35%,100%,100%,100%,32,5B,100%,100%,SUPP,100%,SUPP,100%,0%,15,10,8,12
1,117419,SG11 2JQ,01279 771253,1,13%,5,63%,2,25%,0,0%,100%,100%,100%,30.3,5C,100%,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117382,HP23 5RT,01442 851240,0,0%,9,60%,6,40%,4,27%,87%,100%,93%,31,5C,83%,89%,SUPP,89%,83%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117472,CM23 5BE,01279 836006,4,15%,13,50%,9,35%,1,3%,89%,88%,96%,29.3,4A,87%,92%,SUPP,100%,67%,93%,0%,16,SUPP,SUPP,1
1,117430,SG3 6RE,01438 812381,4,22%,11,61%,3,17%,2,11%,89%,94%,94%,29.8,4A,91%,86%,SUPP,82%,SUPP,95%,5%,SUPP,SUPP,SUPP,SUPP
1,117221,SG1 3RP,01438 233660,2,4%,23,45%,26,51%,7,13%,82%,86%,69%,28.8,4A,89%,74%,SUPP,78%,88%,96%,0%,-5,-3,-21,-9
1,117302,EN7 6LB,01992 623065,2,13%,10,67%,3,20%,7,35%,94%,100%,100%,29.7,4A,89%,100%,SUPP,100%,SUPP,95%,0%,14,5,3,3
1,137943,AL8 6JZ,01707 323758,5,9%,32,56%,20,35%,11,19%,95%,96%,98%,30.5,5C,100%,89%,SUPP,94%,100%,95%,0%,12,9,4,8
1,117420,SG2 7AJ,01438 861284,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,117289,WD3 4BT,01923 720507,0,0%,15,58%,11,42%,6,22%,96%,88%,92%,30.5,5C,100%,94%,SUPP,93%,100%,96%,0%,8,1,4,5
1,117391,WD23 1SR,020 89502350,3,6%,22,43%,26,51%,6,12%,90%,90%,86%,30.5,5C,96%,84%,SUPP,82%,100%,90%,0%,-3,3,4,0
1,117352,SG2 9JQ,01438 351090,4,9%,22,51%,17,40%,17,39%,91%,86%,86%,29.5,4A,86%,95%,SUPP,86%,94%,89%,0%,-4,0,0,-1
1,117084,SG7 5QL,01462 742297,2,6%,14,45%,15,48%,5,16%,100%,87%,97%,30.9,5C,100%,100%,SUPP,100%,100%,94%,0%,-3,2,0,-1
1,117421,SG2 7HA,01438 880212,1,14%,4,57%,2,29%,3,43%,100%,100%,100%,30.9,5C,SUPP,SUPP,SUPP,SUPP,SUPP,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117335,HP2 6LJ,01442 404008,4,9%,25,57%,15,34%,15,33%,91%,95%,100%,29.6,4A,96%,82%,SUPP,96%,93%,96%,0%,30,4,8,6
1,117387,SG13 8PX,01992 511259,0,0%,9,75%,3,25%,5,38%,92%,92%,100%,30.2,5C,SUPP,100%,SUPP,89%,SUPP,100%,0%,41,5,8,-6
1,117248,WD5 0RD,01923 262825,1,14%,5,71%,1,14%,1,11%,71%,57%,71%,25.2,4C,SUPP,SUPP,SUPP,SUPP,SUPP,67%,0%,-15,-19,-16,-8
1,117200,SG1 1NJ,01438 351198,7,30%,13,57%,3,13%,14,58%,96%,87%,100%,28,4A,100%,92%,86%,100%,SUPP,67%,0%,0,6,8,10
1,117301,AL4 8TP,01582 832661,4,18%,9,41%,9,41%,5,21%,91%,86%,95%,29,4A,91%,91%,SUPP,78%,100%,92%,0%,-12,0,-4,6
1,117094,WD24 5TY,01923 221269,13,46%,11,39%,4,14%,12,41%,100%,96%,93%,29.2,4A,100%,100%,100%,100%,SUPP,93%,0%,6,10,8,1
1,117365,HP3 9QJ,01442 264324,4,15%,14,54%,8,31%,7,24%,100%,92%,96%,28.3,4A,100%,100%,SUPP,100%,100%,90%,0%,-6,-7,-2,-2
1,117361,SG14 3DX,01992 582765,5,8%,34,58%,20,34%,10,17%,92%,83%,93%,29.4,4A,97%,87%,SUPP,94%,95%,92%,0%,-17,0,6,4
1,117389,SG2 7LP,01438 869254,0,0%,5,83%,1,17%,1,17%,100%,67%,100%,28.8,4A,SUPP,SUPP,SUPP,SUPP,SUPP,83%,0%,SUPP,SUPP,SUPP,SUPP
1,117143,AL3 5HP,01727 856262,4,9%,19,41%,23,50%,10,19%,98%,94%,96%,31.4,5C,100%,94%,SUPP,100%,96%,96%,0%,15,4,6,11
1,132105,AL10 0PS,01707 262503,6,29%,13,62%,2,10%,11,52%,90%,95%,95%,28.9,4A,90%,91%,83%,92%,SUPP,100%,0%,4,1,-1,5
1,117458,HP23 5AU,01442 822024,3,5%,25,45%,28,50%,7,12%,91%,91%,96%,31,5C,93%,90%,SUPP,96%,93%,98%,0%,2,3,7,3
1,117366,EN7 5ED,01992 307900,5,10%,27,56%,16,33%,11,23%,75%,81%,94%,28.2,4A,71%,80%,SUPP,70%,94%,83%,0%,-5,-13,4,-11
1,117296,WD23 3AX,020 89504438,1,5%,11,58%,7,37%,4,17%,95%,95%,89%,29.9,4A,100%,89%,SUPP,91%,100%,91%,0%,12,5,0,10
1,136857,HP3 0HL,01442 406545,6,12%,26,51%,19,37%,5,9%,94%,92%,90%,30.1,5C,97%,90%,83%,96%,95%,94%,0%,4,8,1,11
1,117187,AL2 1PH,01727 767772,11,19%,32,56%,14,25%,17,29%,79%,75%,89%,27.3,4B,79%,79%,82%,75%,86%,79%,0%,-19,-3,2,-15
1,117107,HP1 1PF,01442 402244,3,10%,14,48%,12,41%,3,10%,100%,97%,100%,31.1,5C,100%,100%,SUPP,100%,100%,100%,0%,-15,2,8,7
1,117119,SG4 8NP,01438 833115,0,0%,7,47%,8,53%,1,6%,80%,80%,100%,29.5,4A,78%,83%,SUPP,86%,75%,94%,0%,SUPP,SUPP,SUPP,SUPP
1,117541,HP4 1ES,01442 871231,11,10%,36,33%,61,56%,14,13%,75%,86%,94%,29.7,4A,73%,78%,55%,78%,77%,88%,2%,-19,2,3,-4
1,135339,HP2 4BX,01442 426300,19,33%,22,39%,16,28%,21,36%,68%,88%,75%,26.3,4B,81%,57%,74%,59%,75%,83%,0%,-12,1,-6,-10
1,117349,HP2 7QH,01442 404000,7,39%,9,50%,2,11%,11,58%,89%,89%,100%,27.6,4B,89%,89%,71%,100%,SUPP,84%,0%,-27,3,8,-17
1,117308,WD19 4SG,01923 227133,11,31%,24,67%,1,3%,8,22%,97%,97%,97%,28.8,4A,100%,94%,91%,100%,SUPP,86%,0%,-2,5,5,9
1,117233,EN8 0RX,01992 624487,7,13%,34,65%,11,21%,11,20%,92%,87%,83%,28.4,4A,96%,88%,86%,91%,100%,83%,0%,4,-8,-19,-2
1,117570,AL9 7QY,01707 652355,4,10%,22,52%,16,38%,3,7%,98%,93%,95%,30.3,5C,94%,100%,SUPP,95%,100%,93%,0%,8,SUPP,SUPP,0
1,117189,SG1 1UE,01438 354913,3,13%,18,78%,2,9%,9,38%,100%,100%,96%,29.6,4A,100%,100%,SUPP,100%,SUPP,100%,0%,5,10,-2,-3
1,117437,EN10 7AY,01992 462419,1,3%,15,52%,13,45%,3,10%,93%,100%,100%,31.6,5C,90%,95%,SUPP,93%,92%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117367,EN8 9DP,01992 624045,8,18%,28,64%,8,18%,17,37%,98%,91%,98%,28.6,4A,96%,100%,100%,96%,100%,83%,2%,-6,4,6,-5
1,117088,WD23 1SP,020 89503042,0,0%,16,55%,13,45%,1,3%,100%,97%,100%,32.2,5B,100%,100%,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117242,WD23 2QL,01923 226362,9,20%,15,33%,22,48%,7,15%,96%,98%,96%,30.1,5C,96%,95%,100%,100%,91%,85%,0%,-26,7,1,9
1,117136,AL1 5PG,01727 851056,5,24%,10,48%,6,29%,5,22%,81%,76%,90%,28.3,4A,75%,89%,SUPP,100%,100%,78%,0%,-9,-2,-4,-4
1,117226,SG2 0LT,01438 233800,12,25%,23,48%,13,27%,25,52%,65%,77%,71%,26,4B,53%,72%,42%,57%,100%,75%,0%,-25,-8,-7,-25
1,117167,WD17 3PD,01923 232411,1,2%,30,49%,30,49%,2,3%,92%,90%,97%,31.1,5C,89%,96%,SUPP,93%,93%,97%,0%,SUPP,SUPP,SUPP,SUPP
1,117156,WD17 2LX,01923 225129,10,45%,10,45%,2,9%,11,41%,82%,73%,86%,25.9,4C,83%,80%,70%,90%,SUPP,56%,4%,-9,6,-1,1
1,117214,HP3 8JH,01442 256435,2,14%,10,71%,2,14%,7,50%,86%,79%,93%,27.4,4B,SUPP,90%,SUPP,90%,SUPP,79%,0%,-9,-7,-13,-2
1,117158,WD18 0WN,01923 446686,6,10%,39,66%,14,24%,17,28%,93%,95%,92%,29.4,4A,93%,94%,83%,92%,100%,93%,0%,1,6,6,4
1,117198,HP1 2JU,01442 395758,7,23%,13,43%,10,33%,16,50%,70%,83%,83%,26.6,4B,69%,71%,43%,69%,90%,72%,3%,-14,1,-7,-19
1,139550,HP1 2JU,01442 395758,,,,,,,,,,,,,,,,,,,,,,,,
1,117339,WD24 6ST,01923 245490,7,28%,12,48%,6,24%,9,35%,92%,92%,92%,28.2,4A,92%,92%,86%,92%,100%,81%,0%,9,1,-1,0
1,117093,WD3 5HR,01923 282095,3,10%,15,52%,11,38%,5,17%,100%,100%,100%,31.5,5C,100%,100%,SUPP,100%,100%,100%,0%,24,10,8,8
1,117561,WD3 5SG,01923 282647,0,0%,13,48%,14,52%,0,0%,100%,93%,89%,31.2,5C,100%,100%,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117473,SG12 7BT,01920 462158,4,12%,20,59%,10,29%,4,12%,91%,94%,97%,29.2,4A,95%,85%,SUPP,90%,100%,97%,3%,1,0,5,-5
1,136024,EN8 0LU,01992 463289,7,23%,16,52%,8,26%,16,47%,73%,74%,87%,26.7,4B,67%,80%,50%,81%,75%,74%,0%,-5,-9,1,-6
1,131456,WD7 9BL,01923 855631,0,0%,15,50%,15,50%,2,7%,100%,90%,97%,30.7,5C,100%,100%,SUPP,100%,100%,97%,0%,SUPP,SUPP,SUPP,SUPP
1,117340,WD25 9NW,01923 670341,2,6%,19,61%,10,32%,5,16%,90%,87%,100%,29.7,4A,85%,94%,SUPP,84%,100%,87%,0%,8,-5,6,-1
1,117446,LU2 8PY,01582 732509,1,7%,6,43%,7,50%,2,14%,93%,86%,86%,30.3,5C,88%,100%,SUPP,83%,100%,100%,0%,-2,SUPP,SUPP,1
1,117392,SG4 8YL,01438 820255,3,11%,14,50%,11,39%,0,0%,100%,96%,100%,31.1,5C,100%,100%,SUPP,100%,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117145,AL4 0NP,01727 823898,2,8%,10,40%,13,52%,6,24%,96%,100%,100%,30,5C,91%,100%,SUPP,90%,100%,100%,0%,9,5,-7,7
1,117378,AL7 4RU,01707 880420,5,9%,35,64%,15,27%,23,41%,89%,91%,69%,28.7,4A,88%,90%,SUPP,91%,100%,89%,0%,-7,6,-20,1
1,117482,AL10 8AX,01707 262840,8,27%,16,53%,6,20%,15,50%,100%,87%,100%,29.3,4A,100%,100%,100%,100%,100%,90%,0%,18,1,8,12
1,117099,WD6 5DP,020 89532218,5,17%,18,60%,7,23%,12,35%,90%,80%,83%,28,4A,92%,89%,SUPP,89%,100%,82%,0%,-2,-5,-2,-1
1,117287,AL5 5PU,01582 623501,1,2%,25,41%,35,57%,2,3%,94%,93%,98%,31.1,5C,94%,94%,SUPP,92%,97%,95%,0%,SUPP,SUPP,SUPP,SUPP
1,117369,EN6 2BA,01707 652714,8,15%,33,60%,14,25%,12,22%,100%,98%,95%,30.4,5C,100%,100%,100%,100%,100%,98%,0%,7,6,2,10
1,117307,EN11 9PP,01992 416220,7,12%,36,61%,16,27%,10,17%,92%,80%,95%,28.7,4A,93%,90%,100%,94%,81%,87%,0%,31,-12,0,-3
1,117229,AL7 4TP,01707 323038,5,17%,18,60%,7,23%,13,43%,97%,77%,90%,28,4A,89%,100%,SUPP,100%,100%,77%,0%,-5,-1,8,4
1,117565,EN6 4HN,01707 888100,3,5%,38,63%,19,32%,6,10%,92%,92%,98%,30.4,5C,97%,87%,SUPP,97%,89%,95%,0%,20,4,4,3
1,117250,AL1 5QJ,01727 852911,4,7%,21,36%,33,57%,4,7%,100%,97%,100%,31.7,5C,100%,100%,SUPP,100%,100%,100%,0%,34,8,8,10
1,134716,AL10 8TQ,01707 346620,10,23%,21,49%,12,28%,21,46%,86%,86%,98%,27.3,4B,85%,87%,70%,95%,83%,70%,2%,-13,1,8,-11
1,117415,EN8 9ND,01992 624177,7,30%,14,61%,2,9%,13,52%,96%,100%,96%,28.4,4A,100%,94%,86%,100%,SUPP,92%,0%,10,-7,5,-3
1,117485,WD5 0HW,01923 265607,2,7%,20,69%,7,24%,4,13%,83%,86%,100%,28.3,4A,78%,92%,SUPP,85%,86%,87%,0%,-4,1,6,-10
1,117255,EN8 8SS,01992 629598,2,7%,23,79%,4,14%,18,56%,83%,83%,72%,27.3,4B,69%,100%,SUPP,83%,SUPP,88%,0%,5,2,0,-5
1,117286,HP23 5DJ,01442 822421,6,20%,14,47%,10,33%,10,33%,97%,87%,93%,28.4,4A,100%,94%,100%,93%,100%,80%,0%,-3,-1,2,9
1,117245,HA6 3DG,01923 824543,2,5%,19,48%,19,48%,7,15%,83%,93%,100%,29.9,4A,84%,80%,SUPP,84%,84%,96%,0%,3,5,5,4
1,117554,SG9 9AW,01763 271446,6,5%,61,54%,47,41%,11,10%,75%,88%,77%,28.4,4A,77%,73%,33%,79%,77%,92%,2%,-13,1,-15,-6
1,117393,AL9 6HD,01707 261209,1,9%,8,73%,2,18%,4,36%,91%,73%,100%,28.2,4A,83%,SUPP,SUPP,88%,SUPP,82%,0%,10,-1,8,-12
1,117228,WD7 8LU,01923 856341,3,8%,17,43%,20,50%,10,25%,100%,93%,98%,31,5C,100%,100%,SUPP,100%,100%,100%,0%,14,3,1,6
1,117334,EN7 6JG,01992 633195,5,8%,38,63%,17,28%,14,23%,88%,78%,93%,29.1,4A,86%,90%,SUPP,95%,88%,83%,0%,9,-8,5,2
1,117152,SG1 3JA,01438 351053,10,32%,19,61%,2,6%,11,34%,97%,97%,100%,28.2,4A,94%,100%,90%,100%,SUPP,94%,0%,-2,4,8,-9
1,131505,SG2 9PP,01438 235550,7,30%,12,52%,4,17%,8,35%,52%,87%,91%,25,4C,50%,55%,57%,58%,SUPP,83%,0%,-14,-19,-2,-40
1,117160,WD18 0AZ,01923 221877,4,11%,17,45%,17,45%,8,18%,100%,95%,98%,32.7,5B,100%,100%,SUPP,100%,100%,95%,0%,14,8,6,5
1,134197,EN7 6AG,01992 308888,5,8%,35,58%,20,33%,17,28%,98%,95%,98%,30.6,5C,97%,100%,SUPP,100%,100%,97%,0%,25,7,8,10
1,117100,AL3 8DL,01582 840385,1,8%,10,77%,2,15%,3,23%,69%,77%,85%,26.8,4B,SUPP,73%,SUPP,70%,SUPP,77%,0%,SUPP,SUPP,SUPP,SUPP
1,138205,AL1 4LW,01727 855134,10,12%,34,40%,41,48%,9,10%,92%,95%,94%,30.1,5C,98%,86%,80%,88%,98%,94%,0%,1,2,2,1
1,117284,EN11 0RW,01992 467821,12,27%,29,66%,3,7%,22,49%,91%,91%,91%,27.2,4B,92%,90%,75%,97%,SUPP,78%,2%,9,2,-4,-13
1,117092,EN8 7HH,01992 763939,6,24%,11,44%,8,32%,12,44%,80%,88%,92%,27.8,4B,78%,81%,50%,91%,88%,85%,0%,0,1,8,2
1,117394,SG9 0LH,01279 777344,1,6%,4,24%,12,71%,0,0%,100%,100%,88%,31.1,5C,100%,100%,SUPP,SUPP,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117101,HP2 6HG,01582 840376,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,117249,HP1 3DT,01442 391324,3,10%,21,70%,6,20%,6,20%,87%,97%,97%,28.7,4A,81%,93%,SUPP,90%,100%,90%,0%,-1,5,8,-6
1,135224,HP1 3JY,01442 406000,3,14%,12,55%,7,32%,11,50%,100%,95%,100%,31.2,5C,100%,100%,SUPP,100%,100%,100%,0%,20,2,5,-1
1,138389,SG6 2JZ,01462 621800,3,14%,11,52%,7,33%,16,73%,81%,76%,90%,27.9,4B,88%,77%,SUPP,82%,71%,82%,0%,4,SUPP,SUPP,SUPP
1,117139,AL3 5RL,01727 759280,4,7%,24,44%,27,49%,4,7%,95%,98%,100%,30.8,5C,100%,91%,SUPP,92%,96%,96%,0%,-5,9,4,1
1,117106,HP2 5HJ,01442 255638,5,23%,12,55%,5,23%,10,43%,91%,91%,100%,28.3,4A,90%,92%,SUPP,100%,SUPP,87%,0%,3,7,5,6
1,117306,SG1 4JQ,01438 353374,4,8%,34,65%,14,27%,17,33%,92%,92%,94%,28.9,4A,90%,95%,SUPP,91%,100%,92%,0%,2,-13,2,-17
1,117243,EN7 5NS,01707 888488,5,17%,21,72%,3,10%,8,28%,93%,93%,97%,29.4,4A,100%,89%,SUPP,95%,SUPP,90%,0%,3,1,8,6
1,117122,SG6 4PY,01462 621444,11,37%,17,57%,2,7%,18,56%,63%,67%,97%,25.9,4C,60%,70%,36%,76%,SUPP,69%,0%,-10,-11,-5,-5
1,117395,SG4 7LJ,01438 351377,2,18%,6,55%,3,27%,2,18%,100%,100%,100%,30.3,5C,100%,SUPP,SUPP,100%,SUPP,91%,0%,SUPP,SUPP,SUPP,SUPP
1,117433,HP1 3BT,01442 255734,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,117105,AL10 9JY,01707 262556,6,15%,21,51%,14,34%,13,31%,98%,93%,100%,30.2,5C,95%,100%,100%,100%,93%,98%,0%,13,6,4,6
1,117193,WD19 6QH,020 84281166,4,14%,20,71%,4,14%,8,29%,93%,96%,100%,29.5,4A,92%,94%,SUPP,100%,SUPP,96%,0%,-4,3,8,2
1,137658,SG8 7JF,01763 243650,15,15%,52,50%,36,35%,25,23%,83%,77%,82%,27.5,4B,88%,78%,67%,83%,89%,83%,1%,-12,-9,-15,-6
1,138507,WD25 9RH,01923 674463,11,15%,46,65%,14,20%,28,37%,70%,76%,80%,26.3,4B,79%,61%,45%,67%,100%,77%,0%,-9,-13,-8,-14
1,117258,AL5 1QB,01582 760031,2,3%,36,49%,35,48%,8,11%,88%,96%,93%,29.8,4A,91%,85%,SUPP,86%,91%,96%,0%,14,8,5,5
1,117341,HP23 5PD,01442 822056,5,9%,25,46%,24,44%,8,14%,82%,91%,100%,29.6,4A,82%,82%,SUPP,80%,88%,100%,0%,-9,-4,8,-3
1,137238,HP2 5TD,01442 404020,3,13%,20,83%,1,4%,11,44%,100%,96%,100%,30.1,5C,100%,100%,SUPP,100%,SUPP,96%,0%,24,10,8,10
1,138561,AL3 7QA,01582 793840,,,,,,,,,,,,,,,,,,,,,,,,
1,117300,WD23 1SJ,020 89506853,1,6%,7,39%,10,56%,1,4%,100%,83%,100%,31.6,5C,100%,100%,SUPP,100%,100%,92%,0%,12,-5,8,2
1,117376,SG7 6PB,01462 895267,3,5%,29,51%,25,44%,3,5%,97%,91%,96%,30.4,5C,97%,96%,SUPP,93%,100%,93%,0%,8,3,3,1
1,117131,WD3 3BN,01923 773801,1,3%,15,50%,14,47%,1,3%,97%,97%,100%,31.8,5C,91%,100%,SUPP,100%,100%,97%,0%,SUPP,SUPP,SUPP,SUPP
1,117227,AL8 7AG,01707 322855,3,12%,16,62%,7,27%,8,30%,92%,73%,85%,27.8,4B,100%,89%,SUPP,94%,100%,81%,0%,5,0,-5,8
1,138201,AL10 8ES,01707 276018,,,,,,,,,,,,,,,,,,,,,,,,
1,117125,SG13 7QW,01992 583622,7,25%,15,54%,6,21%,4,14%,96%,96%,100%,29.1,4A,94%,100%,86%,100%,100%,93%,0%,-21,4,4,1
1,117397,SG14 2EP,01992 583105,6,55%,5,45%,0,0%,5,36%,92%,92%,92%,27.4,4B,83%,100%,100%,SUPP,SUPP,86%,0%,21,2,0,1
1,117563,SG14 2LR,01992 583239,1,5%,9,47%,9,47%,1,5%,79%,95%,89%,29.5,4A,86%,75%,SUPP,67%,100%,95%,0%,SUPP,SUPP,SUPP,SUPP
1,131955,WD7 7LQ,01923 855857,5,8%,30,51%,24,41%,1,2%,92%,95%,98%,30.2,5C,90%,93%,SUPP,93%,96%,98%,0%,SUPP,SUPP,SUPP,SUPP
1,117112,SG5 3JL,01582 881248,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,117342,AL5 5SD,01582 767966,1,4%,15,56%,11,41%,0,0%,100%,96%,93%,32.1,5B,100%,100%,SUPP,100%,100%,97%,0%,12,8,2,11
1,117398,CM21 0JB,01279 722109,3,11%,13,48%,11,41%,3,11%,93%,70%,100%,28.8,4A,88%,100%,SUPP,100%,91%,93%,0%,-9,-13,8,5
1,117115,SG4 0JP,01462 622333,2,7%,19,68%,7,25%,8,29%,100%,100%,100%,30.8,5C,100%,100%,SUPP,100%,100%,96%,0%,32,10,8,10
1,117089,WD23 2AW,01923 226648,3,6%,25,46%,26,48%,13,24%,91%,83%,91%,29.5,4A,90%,92%,SUPP,88%,96%,93%,0%,4,-9,-1,3
1,117310,CM23 4PW,01279 656876,6,21%,15,52%,8,28%,4,13%,93%,90%,93%,29.1,4A,88%,100%,67%,100%,100%,83%,0%,-9,4,0,3
1,117368,HP3 8ER,01442 401222,5,8%,35,55%,24,38%,14,22%,95%,91%,97%,30.1,5C,95%,96%,SUPP,94%,100%,89%,0%,15,5,6,6
1,117097,HP2 5JS,01442 251805,13,24%,30,56%,11,20%,25,45%,91%,89%,100%,28.6,4A,88%,93%,77%,93%,100%,85%,0%,-4,3,7,2
1,117091,EN8 7QG,01992 716789,6,26%,17,74%,0,0%,16,62%,83%,88%,96%,26,4B,82%,86%,100%,82%,SUPP,73%,4%,-17,-1,2,-16
1,117263,SG14 2DF,01992 581454,7,24%,16,55%,6,21%,14,48%,93%,93%,100%,29,4A,94%,92%,100%,88%,100%,93%,0%,4,-2,0,3
1,117336,HP2 7JZ,01442 253189,3,9%,16,46%,16,46%,9,25%,86%,94%,86%,29,4A,84%,88%,SUPP,88%,81%,94%,0%,10,-4,-1,-5
1,117175,AL7 3RP,01707 323716,6,21%,13,46%,9,32%,8,28%,79%,82%,89%,27.6,4B,77%,80%,50%,92%,78%,86%,0%,-12,1,-1,3
1,117481,AL7 1PG,01707 327419,0,0%,17,57%,13,43%,2,7%,87%,90%,100%,30.1,5C,75%,94%,SUPP,76%,100%,97%,0%,-9,SUPP,SUPP,-3
1,127416,WD17 4FS,01923 481340,5,8%,38,62%,18,30%,7,11%,86%,92%,97%,29.5,4A,90%,79%,SUPP,84%,100%,91%,0%,3,4,4,0
1,117428,EN8 8LU,01992 623467,9,29%,14,45%,8,26%,9,29%,74%,87%,77%,26.3,4B,60%,88%,33%,86%,100%,81%,3%,-2,-6,-3,-4
1,117290,WD18 6LL,01923 225188,6,19%,22,69%,4,13%,12,32%,91%,91%,84%,27.2,4B,95%,83%,67%,95%,SUPP,78%,0%,-18,7,5,-5
1,117252,AL8 7RF,01707 320610,5,25%,10,50%,5,25%,7,35%,65%,70%,95%,26.5,4B,75%,58%,SUPP,70%,SUPP,65%,0%,-26,-11,-6,-14
1,117439,SG9 0NR,01763 289201,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,117235,AL2 2HU,01727 768885,0,0%,12,80%,3,20%,3,19%,93%,93%,100%,29.7,4A,88%,100%,SUPP,92%,SUPP,94%,0%,5,1,2,3
1,117220,AL10 9AH,01707 263291,4,15%,16,59%,7,26%,11,38%,96%,96%,96%,30.3,5C,100%,94%,SUPP,100%,100%,97%,0%,21,7,8,9
1,117117,SG12 8NT,01279 842644,0,0%,3,30%,7,70%,2,20%,100%,90%,100%,32.4,5B,SUPP,SUPP,SUPP,SUPP,100%,100%,0%,SUPP,SUPP,SUPP,SUPP
1,117180,EN8 8DH,01992 624099,6,15%,25,64%,8,21%,22,54%,85%,85%,97%,28.3,4A,91%,78%,67%,88%,88%,78%,0%,-5,-2,-2,-12
1,117401,SG5 3TG,01462 459150,1,3%,17,57%,12,40%,5,17%,100%,93%,93%,31.3,5C,100%,100%,SUPP,100%,100%,97%,0%,20,1,6,8
1,117183,WD6 1QL,020 89533459,4,17%,15,63%,5,21%,11,46%,92%,71%,100%,28.6,4A,83%,100%,SUPP,87%,SUPP,92%,0%,22,-8,8,-3
1,135528,AL2 3HD,01727 774200,1,2%,19,41%,26,57%,2,4%,91%,96%,96%,30.8,5C,91%,92%,SUPP,89%,92%,100%,0%,8,3,2,3
1,117118,SG4 8RB,01438 832394,0,0%,10,63%,6,38%,2,13%,94%,100%,94%,31.6,5C,100%,SUPP,SUPP,90%,100%,100%,0%,-2,2,3,-3
1,117283,WD4 8DQ,01923 263321,6,12%,28,56%,16,32%,9,17%,98%,96%,100%,29,4A,100%,96%,100%,100%,94%,94%,0%,16,1,6,-2
1,117168,WD25 0JH,01923 672583,5,15%,19,58%,9,27%,7,19%,82%,91%,88%,28.7,4A,79%,86%,SUPP,89%,78%,84%,3%,-7,-11,-4,-13
1,117120,SG3 6AA,01438 812184,8,15%,25,48%,19,37%,7,13%,92%,92%,96%,29.6,4A,94%,90%,88%,88%,100%,93%,0%,10,3,5,0
1,117165,WD24 7ER,01923 466020,4,7%,30,51%,25,42%,6,10%,86%,90%,92%,29.7,4A,85%,88%,SUPP,90%,92%,93%,0%,19,2,3,3
1,117370,EN6 1QB,01707 652882,3,10%,14,48%,12,41%,3,10%,97%,86%,86%,29.5,4A,100%,92%,SUPP,93%,100%,93%,0%,-4,0,-6,-1
